,input requirements,industry,value,proportion
8985,"C29 Motor vehicles, trailers and semi-trailers",M75 Veterinary Activities,0.0,0.0
8986,C301 Ships and boats,M75 Veterinary Activities,0.0,0.0
8987,C303 Air and spacecraft and related machinery,M75 Veterinary Activities,0.0,0.0
8988,C30OTHER Other transport equipment - 30.2/4/9,M75 Veterinary Activities,0.0,0.0
8989,C31 Furniture,M75 Veterinary Activities,0.0,0.0
8990,C32 Other manufactured goods,M75 Veterinary Activities,22.0,0.12359550561797752
8991,C3315 Repair and maintenance of ships and boats,M75 Veterinary Activities,0.0,0.0
8992,C3316 Repair and maintenance of aircraft and spacecraft,M75 Veterinary Activities,0.0,0.0
8993,C33OTHER Rest of repair; Installation - 33.11-14/17/19/20,M75 Veterinary Activities,7.0,0.03932584269662921
8994,"D351 Electricity, transmission and distribution",M75 Veterinary Activities,0.0,0.0
8995,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,M75 Veterinary Activities,0.0,0.0
8996,E36 Natural water; water treatment and supply services,M75 Veterinary Activities,0.0,0.0
8997,E37 Sewerage services; sewage sludge,M75 Veterinary Activities,0.0,0.0
8998,"E38 Waste collection, treatment and disposal services; materials recovery services",M75 Veterinary Activities,0.0,0.0
8999,E39 Remediation services and other waste management services,M75 Veterinary Activities,0.0,0.0
9000,"F41, F42 & F43 Construction",M75 Veterinary Activities,0.0,0.0
9001,G45 Wholesale and retail trade and repair services of motor vehicles and motorcycles,M75 Veterinary Activities,0.0,0.0
9002,"G46 Wholesale trade services, except of motor vehicles and motorcycles",M75 Veterinary Activities,0.0,0.0
9003,"G47 Retail trade services, except of motor vehicles and motorcycles",M75 Veterinary Activities,0.0,0.0
9004,H491_2 Rail transport services,M75 Veterinary Activities,0.0,0.0
9005,"H493_5 Land transport services and transport services via pipelines, excluding rail transport",M75 Veterinary Activities,1.0,0.0056179775280898875
9006,H50 Water transport services,M75 Veterinary Activities,0.0,0.0
9007,H51 Air transport services,M75 Veterinary Activities,0.0,0.0
9008,H52 Warehousing and support services for transportation,M75 Veterinary Activities,0.0,0.0
9009,H53 Postal and courier services,M75 Veterinary Activities,0.0,0.0
9010,I55 Accommodation services,M75 Veterinary Activities,0.0,0.0
9011,I56 Food and beverage serving services,M75 Veterinary Activities,0.0,0.0
9012,J58 Publishing services,M75 Veterinary Activities,0.0,0.0
9013,"J59 & J60 Motion Picture, Video & TV Programme Production, Sound Recording & Music Publishing Activities & Programming And Broadcasting Activities",M75 Veterinary Activities,0.0,0.0
9014,J61 Telecommunications services,M75 Veterinary Activities,0.0,0.0
9015,"J62 Computer programming, consultancy and related services",M75 Veterinary Activities,1.0,0.0056179775280898875
9016,J63 Information services,M75 Veterinary Activities,0.0,0.0
9017,"K64 Financial services, except insurance and pension funding",M75 Veterinary Activities,19.0,0.10674157303370786
9018,"K65.1-2 & K65.3 Insurance, reinsurance and pension funding services, except compulsory social security",M75 Veterinary Activities,0.0,0.0
9019,K66 Services auxiliary to financial services and insurance services,M75 Veterinary Activities,0.0,0.0
9020,L683 Real estate services on a fee or contract basis,M75 Veterinary Activities,0.0,0.0
9021,L68A Owner-Occupiers' Housing Services,M75 Veterinary Activities,0.0,0.0
9022,"L68BXL683 Real estate services, excluding on a fee or contract basis and imputed rent",M75 Veterinary Activities,0.0,0.0
9023,M691 Legal services,M75 Veterinary Activities,1.0,0.0056179775280898875
9024,"M692 Accounting, bookkeeping and auditing services; tax consulting services",M75 Veterinary Activities,0.0,0.0
9025,M70 Services of head offices; management consulting services,M75 Veterinary Activities,0.0,0.0
9026,M71 Architectural and engineering services; technical testing and analysis services,M75 Veterinary Activities,0.0,0.0
9027,M72 Scientific research and development services,M75 Veterinary Activities,0.0,0.0
9028,M73 Advertising and market research services,M75 Veterinary Activities,3.0,0.016853932584269662
9029,"M74 Other professional, scientific and technical services",M75 Veterinary Activities,0.0,0.0
9030,M75 Veterinary services,M75 Veterinary Activities,1.0,0.0056179775280898875
9031,N77 Rental and leasing services,M75 Veterinary Activities,0.0,0.0
9032,N78 Employment services,M75 Veterinary Activities,1.0,0.0056179775280898875
9033,"N79 Travel agency, tour operator and other reservation services and related services",M75 Veterinary Activities,0.0,0.0
9034,N80 Security and investigation services,M75 Veterinary Activities,0.0,0.0
9035,N81 Services to buildings and landscape,M75 Veterinary Activities,0.0,0.0
9036,"N82 Office administrative, office support and other business support services",M75 Veterinary Activities,32.0,0.1797752808988764
9037,O84 Public administration and defence services; compulsory social security services,M75 Veterinary Activities,0.0,0.0
9038,P85 Education services,M75 Veterinary Activities,34.0,0.19101123595505617
9039,Q86 Human health services,M75 Veterinary Activities,0.0,0.0
9040,Q87 & Q88 Residential Care  & Social Work Activities,M75 Veterinary Activities,0.0,0.0
9041,"R90 Creative, arts and entertainment services",M75 Veterinary Activities,0.0,0.0
9042,"R91 Libraries, archives, museums and other cultural services",M75 Veterinary Activities,0.0,0.0
9043,R92 Gambling and betting services,M75 Veterinary Activities,0.0,0.0
9044,R93 Sports services and amusement and recreation services,M75 Veterinary Activities,0.0,0.0
9045,S94 Services furnished by membership organisations,M75 Veterinary Activities,0.0,0.0
9046,S95 Repair services of computers and personal and household goods,M75 Veterinary Activities,0.0,0.0
9047,S96 Other personal services,M75 Veterinary Activities,0.0,0.0
9048,"A01 Products of agriculture, hunting and related services",N77 Rental And Leasing Activities,0.0,0.0
9049,"A02 Products of forestry, logging and related services",N77 Rental And Leasing Activities,0.0,0.0
9050,A03 Fish and other fishing products; aquaculture products; support services to fishing,N77 Rental And Leasing Activities,0.0,0.0
9051,B05 Coal and lignite,N77 Rental And Leasing Activities,0.0,0.0
9052,B06 & B07 Extraction Of Crude Petroleum And Natural Gas  & Mining Of Metal Ores,N77 Rental And Leasing Activities,0.0,0.0
9053,B08 Other mining and quarrying products,N77 Rental And Leasing Activities,0.0,0.0
9054,B09 Mining support services,N77 Rental And Leasing Activities,0.0,0.0
9055,C101 Preserved meat and meat products,N77 Rental And Leasing Activities,0.0,0.0
9056,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",N77 Rental And Leasing Activities,0.0,0.0
9057,C104 Vegetable and animal oils and fats,N77 Rental And Leasing Activities,0.0,0.0
9058,C105 Dairy products,N77 Rental And Leasing Activities,0.0,0.0
9059,"C106 Grain mill products, starches and starch products",N77 Rental And Leasing Activities,0.0,0.0
9060,C107 Bakery and farinaceous products,N77 Rental And Leasing Activities,0.0,0.0
9061,C108 Other food products,N77 Rental And Leasing Activities,0.0,0.0
9062,C109 Prepared animal feeds,N77 Rental And Leasing Activities,0.0,0.0
9063,C11.01-6 & C12 Alcoholic beverages  & Tobacco products,N77 Rental And Leasing Activities,0.0,0.0
9064,C1107 Soft drinks,N77 Rental And Leasing Activities,0.0,0.0
9065,C13 Textiles,N77 Rental And Leasing Activities,0.0,0.0
9066,C14 Wearing apparel,N77 Rental And Leasing Activities,0.0,0.0
9067,C15 Leather and related products,N77 Rental And Leasing Activities,0.0,0.0
9068,"C16 Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",N77 Rental And Leasing Activities,0.0,0.0
9069,C17 Paper and paper products,N77 Rental And Leasing Activities,1.0,0.0010964912280701754
9070,C18 Printing and recording services,N77 Rental And Leasing Activities,0.0,0.0
9071,C19 Coke and refined petroleum products,N77 Rental And Leasing Activities,1.0,0.0010964912280701754
9072,"C203 Paints, varnishes and similar coatings, printing ink and mastics",N77 Rental And Leasing Activities,0.0,0.0
9073,"C204 Soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",N77 Rental And Leasing Activities,0.0,0.0
9074,C205 Other chemical products,N77 Rental And Leasing Activities,0.0,0.0
9075,"C20A Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",N77 Rental And Leasing Activities,0.0,0.0
9076,C20B Petrochemicals - 20.14/16/17/60,N77 Rental And Leasing Activities,0.0,0.0
9077,"C20C Dyestuffs, agro-chemicals - 20.12/20",N77 Rental And Leasing Activities,0.0,0.0
9078,C21 Basic pharmaceutical products and pharmaceutical preparations,N77 Rental And Leasing Activities,0.0,0.0
9079,C22 Rubber and plastic products,N77 Rental And Leasing Activities,0.0,0.0
9080,"C235_6 Cement, lime, plaster and articles of concrete, cement and plaster",N77 Rental And Leasing Activities,0.0,0.0
9081,"C23OTHER Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",N77 Rental And Leasing Activities,0.0,0.0
9082,C241_3 Basic iron and steel,N77 Rental And Leasing Activities,0.0,0.0
9083,C244_5 Other basic metals and casting,N77 Rental And Leasing Activities,0.0,0.0
9084,C254 Weapons and ammunition,N77 Rental And Leasing Activities,0.0,0.0
9085,"C25OTHER Fabricated metal products, excl. machinery and equipment and weapons & ammunition - 25.1-3/25.5-9",N77 Rental And Leasing Activities,0.0,0.0
9086,"C26 Computer, electronic and optical products",N77 Rental And Leasing Activities,104.0,0.11403508771929824
9087,C27 Electrical equipment,N77 Rental And Leasing Activities,98.0,0.1074561403508772
9088,C28 Machinery and equipment n.e.c.,N77 Rental And Leasing Activities,218.0,0.23903508771929824
9089,"C29 Motor vehicles, trailers and semi-trailers",N77 Rental And Leasing Activities,18.0,0.019736842105263157
9090,C301 Ships and boats,N77 Rental And Leasing Activities,0.0,0.0
9091,C303 Air and spacecraft and related machinery,N77 Rental And Leasing Activities,0.0,0.0
9092,C30OTHER Other transport equipment - 30.2/4/9,N77 Rental And Leasing Activities,0.0,0.0
9093,C31 Furniture,N77 Rental And Leasing Activities,0.0,0.0
9094,C32 Other manufactured goods,N77 Rental And Leasing Activities,3.0,0.003289473684210526
9095,C3315 Repair and maintenance of ships and boats,N77 Rental And Leasing Activities,0.0,0.0
9096,C3316 Repair and maintenance of aircraft and spacecraft,N77 Rental And Leasing Activities,0.0,0.0
9097,C33OTHER Rest of repair; Installation - 33.11-14/17/19/20,N77 Rental And Leasing Activities,0.0,0.0
9098,"D351 Electricity, transmission and distribution",N77 Rental And Leasing Activities,0.0,0.0
9099,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,N77 Rental And Leasing Activities,0.0,0.0
9100,E36 Natural water; water treatment and supply services,N77 Rental And Leasing Activities,0.0,0.0
9101,E37 Sewerage services; sewage sludge,N77 Rental And Leasing Activities,0.0,0.0
9102,"E38 Waste collection, treatment and disposal services; materials recovery services",N77 Rental And Leasing Activities,5.0,0.005482456140350877
9103,E39 Remediation services and other waste management services,N77 Rental And Leasing Activities,0.0,0.0
9104,"F41, F42 & F43 Construction",N77 Rental And Leasing Activities,1.0,0.0010964912280701754
9105,G45 Wholesale and retail trade and repair services of motor vehicles and motorcycles,N77 Rental And Leasing Activities,3.0,0.003289473684210526
9106,"G46 Wholesale trade services, except of motor vehicles and motorcycles",N77 Rental And Leasing Activities,0.0,0.0
9107,"G47 Retail trade services, except of motor vehicles and motorcycles",N77 Rental And Leasing Activities,0.0,0.0
9108,H491_2 Rail transport services,N77 Rental And Leasing Activities,0.0,0.0
9109,"H493_5 Land transport services and transport services via pipelines, excluding rail transport",N77 Rental And Leasing Activities,30.0,0.03289473684210526
9110,H50 Water transport services,N77 Rental And Leasing Activities,0.0,0.0
9111,H51 Air transport services,N77 Rental And Leasing Activities,0.0,0.0
9112,H52 Warehousing and support services for transportation,N77 Rental And Leasing Activities,30.0,0.03289473684210526
9113,H53 Postal and courier services,N77 Rental And Leasing Activities,0.0,0.0
9114,I55 Accommodation services,N77 Rental And Leasing Activities,0.0,0.0
9115,I56 Food and beverage serving services,N77 Rental And Leasing Activities,3.0,0.003289473684210526
9116,J58 Publishing services,N77 Rental And Leasing Activities,0.0,0.0
9117,"J59 & J60 Motion Picture, Video & TV Programme Production, Sound Recording & Music Publishing Activities & Programming And Broadcasting Activities",N77 Rental And Leasing Activities,0.0,0.0
9118,J61 Telecommunications services,N77 Rental And Leasing Activities,3.0,0.003289473684210526
9119,"J62 Computer programming, consultancy and related services",N77 Rental And Leasing Activities,7.0,0.007675438596491228
9120,J63 Information services,N77 Rental And Leasing Activities,7.0,0.007675438596491228
9121,"K64 Financial services, except insurance and pension funding",N77 Rental And Leasing Activities,155.0,0.1699561403508772
9122,"K65.1-2 & K65.3 Insurance, reinsurance and pension funding services, except compulsory social security",N77 Rental And Leasing Activities,0.0,0.0
9123,K66 Services auxiliary to financial services and insurance services,N77 Rental And Leasing Activities,5.0,0.005482456140350877
9124,L683 Real estate services on a fee or contract basis,N77 Rental And Leasing Activities,0.0,0.0
9125,L68A Owner-Occupiers' Housing Services,N77 Rental And Leasing Activities,0.0,0.0
9126,"L68BXL683 Real estate services, excluding on a fee or contract basis and imputed rent",N77 Rental And Leasing Activities,0.0,0.0
9127,M691 Legal services,N77 Rental And Leasing Activities,6.0,0.006578947368421052
9128,"M692 Accounting, bookkeeping and auditing services; tax consulting services",N77 Rental And Leasing Activities,2.0,0.0021929824561403508
9129,M70 Services of head offices; management consulting services,N77 Rental And Leasing Activities,51.0,0.05592105263157895
9130,M71 Architectural and engineering services; technical testing and analysis services,N77 Rental And Leasing Activities,4.0,0.0043859649122807015
9131,M72 Scientific research and development services,N77 Rental And Leasing Activities,0.0,0.0
9132,M73 Advertising and market research services,N77 Rental And Leasing Activities,14.0,0.015350877192982455
9133,"M74 Other professional, scientific and technical services",N77 Rental And Leasing Activities,0.0,0.0
9134,M75 Veterinary services,N77 Rental And Leasing Activities,0.0,0.0
9135,N77 Rental and leasing services,N77 Rental And Leasing Activities,87.0,0.09539473684210527
9136,N78 Employment services,N77 Rental And Leasing Activities,7.0,0.007675438596491228
9137,"N79 Travel agency, tour operator and other reservation services and related services",N77 Rental And Leasing Activities,0.0,0.0
9138,N80 Security and investigation services,N77 Rental And Leasing Activities,0.0,0.0
9139,N81 Services to buildings and landscape,N77 Rental And Leasing Activities,0.0,0.0
9140,"N82 Office administrative, office support and other business support services",N77 Rental And Leasing Activities,43.0,0.047149122807017545
9141,O84 Public administration and defence services; compulsory social security services,N77 Rental And Leasing Activities,5.0,0.005482456140350877
9142,P85 Education services,N77 Rental And Leasing Activities,0.0,0.0
9143,Q86 Human health services,N77 Rental And Leasing Activities,0.0,0.0
9144,Q87 & Q88 Residential Care  & Social Work Activities,N77 Rental And Leasing Activities,0.0,0.0
9145,"R90 Creative, arts and entertainment services",N77 Rental And Leasing Activities,0.0,0.0
9146,"R91 Libraries, archives, museums and other cultural services",N77 Rental And Leasing Activities,0.0,0.0
9147,R92 Gambling and betting services,N77 Rental And Leasing Activities,0.0,0.0
9148,R93 Sports services and amusement and recreation services,N77 Rental And Leasing Activities,0.0,0.0
9149,S94 Services furnished by membership organisations,N77 Rental And Leasing Activities,0.0,0.0
9150,S95 Repair services of computers and personal and household goods,N77 Rental And Leasing Activities,1.0,0.0010964912280701754
9151,S96 Other personal services,N77 Rental And Leasing Activities,0.0,0.0
9152,"A01 Products of agriculture, hunting and related services",N78 Employment Activities,0.0,0.0
9153,"A02 Products of forestry, logging and related services",N78 Employment Activities,0.0,0.0
9154,A03 Fish and other fishing products; aquaculture products; support services to fishing,N78 Employment Activities,0.0,0.0
9155,B05 Coal and lignite,N78 Employment Activities,0.0,0.0
9156,B06 & B07 Extraction Of Crude Petroleum And Natural Gas  & Mining Of Metal Ores,N78 Employment Activities,0.0,0.0
9157,B08 Other mining and quarrying products,N78 Employment Activities,0.0,0.0
9158,B09 Mining support services,N78 Employment Activities,0.0,0.0
9159,C101 Preserved meat and meat products,N78 Employment Activities,0.0,0.0
9160,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",N78 Employment Activities,0.0,0.0
9161,C104 Vegetable and animal oils and fats,N78 Employment Activities,0.0,0.0
9162,C105 Dairy products,N78 Employment Activities,0.0,0.0
9163,"C106 Grain mill products, starches and starch products",N78 Employment Activities,0.0,0.0
9164,C107 Bakery and farinaceous products,N78 Employment Activities,0.0,0.0
9165,C108 Other food products,N78 Employment Activities,0.0,0.0
9166,C109 Prepared animal feeds,N78 Employment Activities,0.0,0.0
9167,C11.01-6 & C12 Alcoholic beverages  & Tobacco products,N78 Employment Activities,0.0,0.0
9168,C1107 Soft drinks,N78 Employment Activities,0.0,0.0
9169,C13 Textiles,N78 Employment Activities,0.0,0.0
9170,C14 Wearing apparel,N78 Employment Activities,0.0,0.0
9171,C15 Leather and related products,N78 Employment Activities,0.0,0.0
9172,"C16 Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",N78 Employment Activities,0.0,0.0
9173,C17 Paper and paper products,N78 Employment Activities,0.0,0.0
9174,C18 Printing and recording services,N78 Employment Activities,0.0,0.0
9175,C19 Coke and refined petroleum products,N78 Employment Activities,0.0,0.0
9176,"C203 Paints, varnishes and similar coatings, printing ink and mastics",N78 Employment Activities,0.0,0.0
9177,"C204 Soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",N78 Employment Activities,0.0,0.0
9178,C205 Other chemical products,N78 Employment Activities,0.0,0.0
9179,"C20A Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",N78 Employment Activities,0.0,0.0
9180,C20B Petrochemicals - 20.14/16/17/60,N78 Employment Activities,0.0,0.0
9181,"C20C Dyestuffs, agro-chemicals - 20.12/20",N78 Employment Activities,0.0,0.0
9182,C21 Basic pharmaceutical products and pharmaceutical preparations,N78 Employment Activities,0.0,0.0
9183,C22 Rubber and plastic products,N78 Employment Activities,0.0,0.0
9184,"C235_6 Cement, lime, plaster and articles of concrete, cement and plaster",N78 Employment Activities,0.0,0.0
9185,"C23OTHER Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",N78 Employment Activities,0.0,0.0
9186,C241_3 Basic iron and steel,N78 Employment Activities,0.0,0.0
9187,C244_5 Other basic metals and casting,N78 Employment Activities,0.0,0.0
9188,C254 Weapons and ammunition,N78 Employment Activities,0.0,0.0
9189,"C25OTHER Fabricated metal products, excl. machinery and equipment and weapons & ammunition - 25.1-3/25.5-9",N78 Employment Activities,0.0,0.0
9190,"C26 Computer, electronic and optical products",N78 Employment Activities,74.0,0.028062191884717484
9191,C27 Electrical equipment,N78 Employment Activities,0.0,0.0
9192,C28 Machinery and equipment n.e.c.,N78 Employment Activities,0.0,0.0
9193,"C29 Motor vehicles, trailers and semi-trailers",N78 Employment Activities,0.0,0.0
9194,C301 Ships and boats,N78 Employment Activities,0.0,0.0
9195,C303 Air and spacecraft and related machinery,N78 Employment Activities,0.0,0.0
9196,C30OTHER Other transport equipment - 30.2/4/9,N78 Employment Activities,0.0,0.0
9197,C31 Furniture,N78 Employment Activities,0.0,0.0
9198,C32 Other manufactured goods,N78 Employment Activities,0.0,0.0
9199,C3315 Repair and maintenance of ships and boats,N78 Employment Activities,0.0,0.0
9200,C3316 Repair and maintenance of aircraft and spacecraft,N78 Employment Activities,0.0,0.0
9201,C33OTHER Rest of repair; Installation - 33.11-14/17/19/20,N78 Employment Activities,1.0,0.0003792188092529389
9202,"D351 Electricity, transmission and distribution",N78 Employment Activities,0.0,0.0
9203,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,N78 Employment Activities,0.0,0.0
9204,E36 Natural water; water treatment and supply services,N78 Employment Activities,0.0,0.0
9205,E37 Sewerage services; sewage sludge,N78 Employment Activities,0.0,0.0
9206,"E38 Waste collection, treatment and disposal services; materials recovery services",N78 Employment Activities,1.0,0.0003792188092529389
9207,E39 Remediation services and other waste management services,N78 Employment Activities,0.0,0.0
9208,"F41, F42 & F43 Construction",N78 Employment Activities,0.0,0.0
9209,G45 Wholesale and retail trade and repair services of motor vehicles and motorcycles,N78 Employment Activities,0.0,0.0
9210,"G46 Wholesale trade services, except of motor vehicles and motorcycles",N78 Employment Activities,0.0,0.0
9211,"G47 Retail trade services, except of motor vehicles and motorcycles",N78 Employment Activities,0.0,0.0
9212,H491_2 Rail transport services,N78 Employment Activities,0.0,0.0
9213,"H493_5 Land transport services and transport services via pipelines, excluding rail transport",N78 Employment Activities,17.0,0.006446719757299962
9214,H50 Water transport services,N78 Employment Activities,0.0,0.0
9215,H51 Air transport services,N78 Employment Activities,21.0,0.007963594994311717
9216,H52 Warehousing and support services for transportation,N78 Employment Activities,15.0,0.005688282138794084
9217,H53 Postal and courier services,N78 Employment Activities,1.0,0.0003792188092529389
9218,I55 Accommodation services,N78 Employment Activities,26.0,0.009859689040576413
9219,I56 Food and beverage serving services,N78 Employment Activities,10.0,0.0037921880925293893
9220,J58 Publishing services,N78 Employment Activities,0.0,0.0
9221,"J59 & J60 Motion Picture, Video & TV Programme Production, Sound Recording & Music Publishing Activities & Programming And Broadcasting Activities",N78 Employment Activities,0.0,0.0
9222,J61 Telecommunications services,N78 Employment Activities,5.0,0.0018960940462646946
9223,"J62 Computer programming, consultancy and related services",N78 Employment Activities,270.0,0.10238907849829351
9224,J63 Information services,N78 Employment Activities,11.0,0.004171406901782328
9225,"K64 Financial services, except insurance and pension funding",N78 Employment Activities,1026.0,0.3890784982935154
9226,"K65.1-2 & K65.3 Insurance, reinsurance and pension funding services, except compulsory social security",N78 Employment Activities,1.0,0.0003792188092529389
9227,K66 Services auxiliary to financial services and insurance services,N78 Employment Activities,5.0,0.0018960940462646946
9228,L683 Real estate services on a fee or contract basis,N78 Employment Activities,0.0,0.0
9229,L68A Owner-Occupiers' Housing Services,N78 Employment Activities,0.0,0.0
9230,"L68BXL683 Real estate services, excluding on a fee or contract basis and imputed rent",N78 Employment Activities,2.0,0.0007584376185058779
9231,M691 Legal services,N78 Employment Activities,12.0,0.004550625711035267
9232,"M692 Accounting, bookkeeping and auditing services; tax consulting services",N78 Employment Activities,7.0,0.0026545316647705727
9233,M70 Services of head offices; management consulting services,N78 Employment Activities,172.0,0.0652256351915055
9234,M71 Architectural and engineering services; technical testing and analysis services,N78 Employment Activities,7.0,0.0026545316647705727
9235,M72 Scientific research and development services,N78 Employment Activities,0.0,0.0
9236,M73 Advertising and market research services,N78 Employment Activities,166.0,0.06295032233598787
9237,"M74 Other professional, scientific and technical services",N78 Employment Activities,7.0,0.0026545316647705727
9238,M75 Veterinary services,N78 Employment Activities,0.0,0.0
9239,N77 Rental and leasing services,N78 Employment Activities,9.0,0.0034129692832764505
9240,N78 Employment services,N78 Employment Activities,550.0,0.20857034508911643
9241,"N79 Travel agency, tour operator and other reservation services and related services",N78 Employment Activities,0.0,0.0
9242,N80 Security and investigation services,N78 Employment Activities,0.0,0.0
9243,N81 Services to buildings and landscape,N78 Employment Activities,0.0,0.0
9244,"N82 Office administrative, office support and other business support services",N78 Employment Activities,179.0,0.06788016685627607
9245,O84 Public administration and defence services; compulsory social security services,N78 Employment Activities,9.0,0.0034129692832764505
9246,P85 Education services,N78 Employment Activities,26.0,0.009859689040576413
9247,Q86 Human health services,N78 Employment Activities,3.0,0.0011376564277588168
9248,Q87 & Q88 Residential Care  & Social Work Activities,N78 Employment Activities,0.0,0.0
9249,"R90 Creative, arts and entertainment services",N78 Employment Activities,0.0,0.0
9250,"R91 Libraries, archives, museums and other cultural services",N78 Employment Activities,0.0,0.0
9251,R92 Gambling and betting services,N78 Employment Activities,0.0,0.0
9252,R93 Sports services and amusement and recreation services,N78 Employment Activities,0.0,0.0
9253,S94 Services furnished by membership organisations,N78 Employment Activities,0.0,0.0
9254,S95 Repair services of computers and personal and household goods,N78 Employment Activities,3.0,0.0011376564277588168
9255,S96 Other personal services,N78 Employment Activities,1.0,0.0003792188092529389
9256,"A01 Products of agriculture, hunting and related services","N79 Travel Agency, Tour Operator And Other Reservation Service And Related Activities",0.0,0.0
9257,"A02 Products of forestry, logging and related services","N79 Travel Agency, Tour Operator And Other Reservation Service And Related Activities",0.0,0.0
9258,A03 Fish and other fishing products; aquaculture products; support services to fishing,"N79 Travel Agency, Tour Operator And Other Reservation Service And Related Activities",0.0,0.0
9259,B05 Coal and lignite,"N79 Travel Agency, Tour Operator And Other Reservation Service And Related Activities",0.0,0.0
9260,B06 & B07 Extraction Of Crude Petroleum And Natural Gas  & Mining Of Metal Ores,"N79 Travel Agency, Tour Operator And Other Reservation Service And Related Activities",0.0,0.0
9261,B08 Other mining and quarrying products,"N79 Travel Agency, Tour Operator And Other Reservation Service And Related Activities",0.0,0.0
9262,B09 Mining support services,"N79 Travel Agency, Tour Operator And Other Reservation Service And Related Activities",0.0,0.0
9263,C101 Preserved meat and meat products,"N79 Travel Agency, Tour Operator And Other Reservation Service And Related Activities",0.0,0.0
9264,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables","N79 Travel Agency, Tour Operator And Other Reservation Service And Related Activities",0.0,0.0
9265,C104 Vegetable and animal oils and fats,"N79 Travel Agency, Tour Operator And Other Reservation Service And Related Activities",0.0,0.0
9266,C105 Dairy products,"N79 Travel Agency, Tour Operator And Other Reservation Service And Related Activities",0.0,0.0
9267,"C106 Grain mill products, starches and starch products","N79 Travel Agency, Tour Operator And Other Reservation Service And Related Activities",0.0,0.0
9268,C107 Bakery and farinaceous products,"N79 Travel Agency, Tour Operator And Other Reservation Service And Related Activities",0.0,0.0
9269,C108 Other food products,"N79 Travel Agency, Tour Operator And Other Reservation Service And Related Activities",0.0,0.0
9270,C109 Prepared animal feeds,"N79 Travel Agency, Tour Operator And Other Reservation Service And Related Activities",0.0,0.0
9271,C11.01-6 & C12 Alcoholic beverages  & Tobacco products,"N79 Travel Agency, Tour Operator And Other Reservation Service And Related Activities",0.0,0.0
9272,C1107 Soft drinks,"N79 Travel Agency, Tour Operator And Other Reservation Service And Related Activities",0.0,0.0
9273,C13 Textiles,"N79 Travel Agency, Tour Operator And Other Reservation Service And Related Activities",0.0,0.0
9274,C14 Wearing apparel,"N79 Travel Agency, Tour Operator And Other Reservation Service And Related Activities",0.0,0.0
9275,C15 Leather and related products,"N79 Travel Agency, Tour Operator And Other Reservation Service And Related Activities",0.0,0.0
9276,"C16 Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials","N79 Travel Agency, Tour Operator And Other Reservation Service And Related Activities",0.0,0.0
9277,C17 Paper and paper products,"N79 Travel Agency, Tour Operator And Other Reservation Service And Related Activities",0.0,0.0
9278,C18 Printing and recording services,"N79 Travel Agency, Tour Operator And Other Reservation Service And Related Activities",0.0,0.0
9279,C19 Coke and refined petroleum products,"N79 Travel Agency, Tour Operator And Other Reservation Service And Related Activities",4.0,0.0013623978201634877
9280,"C203 Paints, varnishes and similar coatings, printing ink and mastics","N79 Travel Agency, Tour Operator And Other Reservation Service And Related Activities",0.0,0.0
9281,"C204 Soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations","N79 Travel Agency, Tour Operator And Other Reservation Service And Related Activities",0.0,0.0
9282,C205 Other chemical products,"N79 Travel Agency, Tour Operator And Other Reservation Service And Related Activities",0.0,0.0
9283,"C20A Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15","N79 Travel Agency, Tour Operator And Other Reservation Service And Related Activities",0.0,0.0
9284,C20B Petrochemicals - 20.14/16/17/60,"N79 Travel Agency, Tour Operator And Other Reservation Service And Related Activities",0.0,0.0
9285,"C20C Dyestuffs, agro-chemicals - 20.12/20","N79 Travel Agency, Tour Operator And Other Reservation Service And Related Activities",0.0,0.0
9286,C21 Basic pharmaceutical products and pharmaceutical preparations,"N79 Travel Agency, Tour Operator And Other Reservation Service And Related Activities",0.0,0.0
9287,C22 Rubber and plastic products,"N79 Travel Agency, Tour Operator And Other Reservation Service And Related Activities",0.0,0.0
9288,"C235_6 Cement, lime, plaster and articles of concrete, cement and plaster","N79 Travel Agency, Tour Operator And Other Reservation Service And Related Activities",0.0,0.0
9289,"C23OTHER Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9","N79 Travel Agency, Tour Operator And Other Reservation Service And Related Activities",0.0,0.0
