,domestic input requirements,output product,value,proportion
298,Employment services,Fish and other fishing products; aquaculture products; support services to fishing,2.869163673678809,0.002702702702702702
299,"Travel agency, tour operator and other reservation services and related services",Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
300,Security and investigation services,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
301,Services to buildings and landscape,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
302,"Office administrative, office support and other business support services",Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
303,Public administration and defence services; compulsory social security services,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
304,Education services,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
305,Human health services,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
306,Residential Care  & Social Work Activities,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
307,"Creative, arts and entertainment services",Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
308,"Libraries, archives, museums and other cultural services",Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
309,Gambling and betting services,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
310,Sports services and amusement and recreation services,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
311,Services furnished by membership organisations,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
312,Repair services of computers and personal and household goods,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
313,Other personal services,Fish and other fishing products; aquaculture products; support services to fishing,30.60441251924064,0.028828828828828833
314,Services of households as employers of domestic personnel,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
315,"Products of agriculture, hunting and related services",Coal and lignite,0.0,0.0
316,"Products of forestry, logging and related services",Coal and lignite,0.0,0.0
317,Fish and other fishing products; aquaculture products; support services to fishing,Coal and lignite,0.0,0.0
318,Coal and lignite,Coal and lignite,12.42146596858639,0.06632653061224489
319,Extraction Of Crude Petroleum And Natural Gas  & Mining Of Metal Ores,Coal and lignite,0.0,0.0
320,Other mining and quarrying products,Coal and lignite,0.0,0.0
321,Mining support services,Coal and lignite,0.0,0.0
322,Preserved meat and meat products,Coal and lignite,0.0,0.0
323,"Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",Coal and lignite,0.0,0.0
324,Vegetable and animal oils and fats,Coal and lignite,0.0,0.0
325,Dairy products,Coal and lignite,0.0,0.0
326,"Grain mill products, starches and starch products",Coal and lignite,0.0,0.0
327,Bakery and farinaceous products,Coal and lignite,0.0,0.0
328,Other food products,Coal and lignite,0.0,0.0
329,Prepared animal feeds,Coal and lignite,0.0,0.0
330,Alcoholic beverages  & Tobacco products,Coal and lignite,0.0,0.0
331,Soft drinks,Coal and lignite,0.0,0.0
332,Textiles,Coal and lignite,0.0,0.0
333,Wearing apparel,Coal and lignite,0.0,0.0
334,Leather and related products,Coal and lignite,0.0,0.0
335,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",Coal and lignite,0.0,0.0
336,Paper and paper products,Coal and lignite,0.0,0.0
337,Printing and recording services,Coal and lignite,0.0,0.0
338,Coke and refined petroleum products,Coal and lignite,6.688481675392671,0.03571428571428571
339,"Paints, varnishes and similar coatings, printing ink and mastics",Coal and lignite,0.0,0.0
340,"Soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",Coal and lignite,0.0,0.0
341,Other chemical products,Coal and lignite,5.732984293193718,0.030612244897959183
342,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",Coal and lignite,0.0,0.0
343,Petrochemicals - 20.14/16/17/60,Coal and lignite,0.0,0.0
344,"Dyestuffs, agro-chemicals - 20.12/20",Coal and lignite,0.0,0.0
345,Basic pharmaceutical products and pharmaceutical preparations,Coal and lignite,0.0,0.0
346,Rubber and plastic products,Coal and lignite,0.955497382198953,0.00510204081632653
347,"Cement, lime, plaster and articles of concrete, cement and plaster",Coal and lignite,0.0,0.0
348,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",Coal and lignite,0.0,0.0
349,Basic iron and steel,Coal and lignite,0.0,0.0
