,domestic input requirements,output product,value,proportion
3348,Public administration and defence services; compulsory social security services,Rubber and plastic products,25.63966553096462,0.0031716465708263543
3349,Education services,Rubber and plastic products,31.75296097392021,0.003927865972545243
3350,Human health services,Rubber and plastic products,23.27811778769107,0.002879521277976854
3351,Residential Care  & Social Work Activities,Rubber and plastic products,1.697251857177494,0.00020995137499530154
3352,"Creative, arts and entertainment services",Rubber and plastic products,0.0,0.0
3353,"Libraries, archives, museums and other cultural services",Rubber and plastic products,0.0,0.0
3354,Gambling and betting services,Rubber and plastic products,0.0,0.0
3355,Sports services and amusement and recreation services,Rubber and plastic products,0.09887882802751032,1.223138794310876e-05
3356,Services furnished by membership organisations,Rubber and plastic products,6.102407999834643,0.0007548726165356764
3357,Repair services of computers and personal and household goods,Rubber and plastic products,0.0,0.0
3358,Other personal services,Rubber and plastic products,0.1069678303678652,1.3232003824903677e-05
3359,Services of households as employers of domestic personnel,Rubber and plastic products,0.0,0.0
3360,"Products of agriculture, hunting and related services","Cement, lime, plaster and articles of concrete, cement and plaster",1.058066149916685,0.00029715084962432
3361,"Products of forestry, logging and related services","Cement, lime, plaster and articles of concrete, cement and plaster",0.6036193812025686,0.00016952249345485
3362,Fish and other fishing products; aquaculture products; support services to fishing,"Cement, lime, plaster and articles of concrete, cement and plaster",0.0,0.0
3363,Coal and lignite,"Cement, lime, plaster and articles of concrete, cement and plaster",47.92994546400718,0.013460806791899111
3364,Extraction Of Crude Petroleum And Natural Gas  & Mining Of Metal Ores,"Cement, lime, plaster and articles of concrete, cement and plaster",1.897203141501976,0.0005328168994458739
3365,Other mining and quarrying products,"Cement, lime, plaster and articles of concrete, cement and plaster",19.12026770450899,0.005369800171649644
3366,Mining support services,"Cement, lime, plaster and articles of concrete, cement and plaster",63.61846921797005,0.01786682447161458
3367,Preserved meat and meat products,"Cement, lime, plaster and articles of concrete, cement and plaster",3.254762437300901,0.0009140784096017455
3368,"Processed and preserved fish, crustaceans, molluscs, fruit and vegetables","Cement, lime, plaster and articles of concrete, cement and plaster",2.262442435531269,0.0006353919289424107
3369,Vegetable and animal oils and fats,"Cement, lime, plaster and articles of concrete, cement and plaster",0.005410663279600307,1.519548839825319e-06
3370,Dairy products,"Cement, lime, plaster and articles of concrete, cement and plaster",2.07526893016221,0.0005828254933259252
3371,"Grain mill products, starches and starch products","Cement, lime, plaster and articles of concrete, cement and plaster",0.0,0.0
3372,Bakery and farinaceous products,"Cement, lime, plaster and articles of concrete, cement and plaster",3.925147272500907,0.0011023515372985606
3373,Other food products,"Cement, lime, plaster and articles of concrete, cement and plaster",2.848871138052428,0.0008000865344847689
3374,Prepared animal feeds,"Cement, lime, plaster and articles of concrete, cement and plaster",0.0,0.0
3375,Alcoholic beverages  & Tobacco products,"Cement, lime, plaster and articles of concrete, cement and plaster",0.0007547127114874263,2.1195605157430104e-07
3376,Soft drinks,"Cement, lime, plaster and articles of concrete, cement and plaster",0.0007547127114874263,2.1195605157430104e-07
3377,Textiles,"Cement, lime, plaster and articles of concrete, cement and plaster",0.02960680806939748,8.314875372563793e-06
3378,Wearing apparel,"Cement, lime, plaster and articles of concrete, cement and plaster",0.0,0.0
3379,Leather and related products,"Cement, lime, plaster and articles of concrete, cement and plaster",0.0007557951759023379,2.1226005451457506e-07
3380,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials","Cement, lime, plaster and articles of concrete, cement and plaster",0.9676771315148626,0.0002717656942472911
3381,Paper and paper products,"Cement, lime, plaster and articles of concrete, cement and plaster",21.01407195962303,0.005901662516431775
3382,Printing and recording services,"Cement, lime, plaster and articles of concrete, cement and plaster",2.165426106636457e-07,6.08145537437687e-11
3383,Coke and refined petroleum products,"Cement, lime, plaster and articles of concrete, cement and plaster",121.719984081115,0.03418424896100314
3384,"Paints, varnishes and similar coatings, printing ink and mastics","Cement, lime, plaster and articles of concrete, cement and plaster",0.9854089817734439,0.0002767455666023074
3385,"Soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations","Cement, lime, plaster and articles of concrete, cement and plaster",9.18786171027059e-06,2.58034992769842e-09
3386,Other chemical products,"Cement, lime, plaster and articles of concrete, cement and plaster",2.927584210084496,0.0008221925778854684
3387,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15","Cement, lime, plaster and articles of concrete, cement and plaster",5.191089522654305,0.0014578830087836152
3388,Petrochemicals - 20.14/16/17/60,"Cement, lime, plaster and articles of concrete, cement and plaster",69.25269803812013,0.019449160208389885
3389,"Dyestuffs, agro-chemicals - 20.12/20","Cement, lime, plaster and articles of concrete, cement and plaster",21.36376186838372,0.0059998706043679325
3390,Basic pharmaceutical products and pharmaceutical preparations,"Cement, lime, plaster and articles of concrete, cement and plaster",0.04320977091140391,1.213517712423457e-05
3391,Rubber and plastic products,"Cement, lime, plaster and articles of concrete, cement and plaster",16.33390916325547,0.004587269884713746
3392,"Cement, lime, plaster and articles of concrete, cement and plaster","Cement, lime, plaster and articles of concrete, cement and plaster",22.74806235055381,0.006388642199078328
3393,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9","Cement, lime, plaster and articles of concrete, cement and plaster",30.90401201607364,0.008679186483850356
3394,Basic iron and steel,"Cement, lime, plaster and articles of concrete, cement and plaster",77.52968869267508,0.021773698050874712
3395,Other basic metals and casting,"Cement, lime, plaster and articles of concrete, cement and plaster",1.502396708412192,0.000421938135354409
3396,Weapons and ammunition,"Cement, lime, plaster and articles of concrete, cement and plaster",0.0,0.0
3397,"Fabricated metal products, excl. machinery and equipment and weapons & ammunition - 25.1-3/25.5-9","Cement, lime, plaster and articles of concrete, cement and plaster",5.487912400292416,0.0015412437422170073
3398,"Computer, electronic and optical products","Cement, lime, plaster and articles of concrete, cement and plaster",7.006023466661375,0.0019675951506153764
3399,Electrical equipment,"Cement, lime, plaster and articles of concrete, cement and plaster",9.909526620924116e-05,2.7830247239402617e-08
3400,Machinery and equipment n.e.c.,"Cement, lime, plaster and articles of concrete, cement and plaster",51.42957069899673,0.014443653291643706
3401,"Motor vehicles, trailers and semi-trailers","Cement, lime, plaster and articles of concrete, cement and plaster",7.999925046394735,0.0022467258069396316
3402,Ships and boats,"Cement, lime, plaster and articles of concrete, cement and plaster",0.0006183277016875964,1.73653227557833e-07
3403,Air and spacecraft and related machinery,"Cement, lime, plaster and articles of concrete, cement and plaster",0.0002261174743611822,6.350359060879273e-08
3404,Other transport equipment - 30.2/4/9,"Cement, lime, plaster and articles of concrete, cement and plaster",9.446473579201634e-05,2.652979353166614e-08
3405,Furniture,"Cement, lime, plaster and articles of concrete, cement and plaster",0.005150069441103821,1.4463627913706066e-06
3406,Other manufactured goods,"Cement, lime, plaster and articles of concrete, cement and plaster",2.356938630773897,0.0006619305576518006
3407,Repair and maintenance of ships and boats,"Cement, lime, plaster and articles of concrete, cement and plaster",0.0005119121959461129,1.437671396730883e-07
3408,Repair and maintenance of aircraft and spacecraft,"Cement, lime, plaster and articles of concrete, cement and plaster",0.0001287528730776715,3.615938911722575e-08
3409,Rest of repair; Installation - 33.11-14/17/19/20,"Cement, lime, plaster and articles of concrete, cement and plaster",230.2543628609618,0.0646654082632063
3410,"Electricity, transmission and distribution","Cement, lime, plaster and articles of concrete, cement and plaster",185.1896910766975,0.05200929455066602
3411,Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,"Cement, lime, plaster and articles of concrete, cement and plaster",51.43209710458089,0.014444362815869473
3412,Natural water; water treatment and supply services,"Cement, lime, plaster and articles of concrete, cement and plaster",17.23789156764477,0.004841147337962645
3413,Sewerage services; sewage sludge,"Cement, lime, plaster and articles of concrete, cement and plaster",7.967846649076771,0.002237716802145016
3414,"Waste collection, treatment and disposal services; materials recovery services","Cement, lime, plaster and articles of concrete, cement and plaster",3.950905027708737,0.0011095854317436523
3415,Remediation services and other waste management services,"Cement, lime, plaster and articles of concrete, cement and plaster",0.0,0.0
3416,Construction,"Cement, lime, plaster and articles of concrete, cement and plaster",101.0878778900264,0.028389858993321127
3417,Wholesale and retail trade and repair services of motor vehicles and motorcycles,"Cement, lime, plaster and articles of concrete, cement and plaster",13.82207297541175,0.003881837377120863
3418,"Wholesale trade services, except of motor vehicles and motorcycles","Cement, lime, plaster and articles of concrete, cement and plaster",471.1876028730566,0.13232990823607818
3419,"Retail trade services, except of motor vehicles and motorcycles","Cement, lime, plaster and articles of concrete, cement and plaster",97.0485871499456,0.027255451021391233
3420,Rail transport services,"Cement, lime, plaster and articles of concrete, cement and plaster",10.968966435122,0.0030805613580529045
3421,"Land transport services and transport services via pipelines, excluding rail transport","Cement, lime, plaster and articles of concrete, cement and plaster",891.4109667380279,0.2503468484947743
3422,Water transport services,"Cement, lime, plaster and articles of concrete, cement and plaster",1.813244067682114,0.0005092375512915004
3423,Air transport services,"Cement, lime, plaster and articles of concrete, cement and plaster",0.07164521571919719,2.0121082905972864e-05
3424,Warehousing and support services for transportation,"Cement, lime, plaster and articles of concrete, cement and plaster",3.721534970801405,0.0010451683749332068
3425,Postal and courier services,"Cement, lime, plaster and articles of concrete, cement and plaster",39.21712079825153,0.01101386786255061
3426,Accommodation services,"Cement, lime, plaster and articles of concrete, cement and plaster",0.0,0.0
3427,Food and beverage serving services,"Cement, lime, plaster and articles of concrete, cement and plaster",29.19995876475732,0.008200614447996453
3428,Publishing services,"Cement, lime, plaster and articles of concrete, cement and plaster",0.098133712814316,2.7560201355897454e-05
3429,"Motion Picture, Video & TV Programme Production, Sound Recording & Music Publishing Activities & Programming And Broadcasting Activities","Cement, lime, plaster and articles of concrete, cement and plaster",0.0,0.0
3430,Telecommunications services,"Cement, lime, plaster and articles of concrete, cement and plaster",14.57853543154557,0.004094284832855804
3431,"Computer programming, consultancy and related services","Cement, lime, plaster and articles of concrete, cement and plaster",23.46706715359788,0.006590569921768763
3432,Information services,"Cement, lime, plaster and articles of concrete, cement and plaster",0.8920256928152677,0.000250519490230031
3433,"Financial services, except insurance and pension funding","Cement, lime, plaster and articles of concrete, cement and plaster",298.4792283083093,0.08382590851622032
3434,"Insurance, reinsurance and pension funding services, except compulsory social security","Cement, lime, plaster and articles of concrete, cement and plaster",24.74962680790566,0.006950768280823573
3435,Services auxiliary to financial services and insurance services,"Cement, lime, plaster and articles of concrete, cement and plaster",71.79503694741759,0.0201631592026779
3436,Real estate services on a fee or contract basis,"Cement, lime, plaster and articles of concrete, cement and plaster",0.0007547127114874263,2.1195605157430104e-07
3437,Owner-Occupiers' Housing Services,"Cement, lime, plaster and articles of concrete, cement and plaster",0.0,0.0
3438,"Real estate services, excluding on a fee or contract basis and imputed rent","Cement, lime, plaster and articles of concrete, cement and plaster",0.1713375059433472,4.811900037401881e-05
3439,Legal services,"Cement, lime, plaster and articles of concrete, cement and plaster",99.30501711915433,0.0278891543891069
3440,"Accounting, bookkeeping and auditing services; tax consulting services","Cement, lime, plaster and articles of concrete, cement and plaster",3.008787083327011,0.0008449978654167342
3441,Services of head offices; management consulting services,"Cement, lime, plaster and articles of concrete, cement and plaster",1.608043470969523,0.0004516083268225338
3442,Architectural and engineering services; technical testing and analysis services,"Cement, lime, plaster and articles of concrete, cement and plaster",171.1097912160964,0.04805504820554628
3443,Scientific research and development services,"Cement, lime, plaster and articles of concrete, cement and plaster",0.0,0.0
3444,Advertising and market research services,"Cement, lime, plaster and articles of concrete, cement and plaster",17.48290414142443,0.004909957491725716
3445,"Other professional, scientific and technical services","Cement, lime, plaster and articles of concrete, cement and plaster",9.11037078148457,0.002558587115109853
3446,Veterinary services,"Cement, lime, plaster and articles of concrete, cement and plaster",0.0,0.0
3447,Rental and leasing services,"Cement, lime, plaster and articles of concrete, cement and plaster",10.58711186215212,0.0029733200378387887
3448,Employment services,"Cement, lime, plaster and articles of concrete, cement and plaster",36.96886863982473,0.010382461178669039
3449,"Travel agency, tour operator and other reservation services and related services","Cement, lime, plaster and articles of concrete, cement and plaster",0.0,0.0
3450,Security and investigation services,"Cement, lime, plaster and articles of concrete, cement and plaster",0.0,0.0
3451,Services to buildings and landscape,"Cement, lime, plaster and articles of concrete, cement and plaster",0.0,0.0
3452,"Office administrative, office support and other business support services","Cement, lime, plaster and articles of concrete, cement and plaster",1.549920135147379,0.0004352847740617638
3453,Public administration and defence services; compulsory social security services,"Cement, lime, plaster and articles of concrete, cement and plaster",2.498208284704232,0.0007016052015243394
3454,Education services,"Cement, lime, plaster and articles of concrete, cement and plaster",0.2105559987633108,5.913325355975311e-05
3455,Human health services,"Cement, lime, plaster and articles of concrete, cement and plaster",0.1787767634350961,5.02082664226693e-05
3456,Residential Care  & Social Work Activities,"Cement, lime, plaster and articles of concrete, cement and plaster",0.0,0.0
3457,"Creative, arts and entertainment services","Cement, lime, plaster and articles of concrete, cement and plaster",0.0,0.0
3458,"Libraries, archives, museums and other cultural services","Cement, lime, plaster and articles of concrete, cement and plaster",0.0,0.0
3459,Gambling and betting services,"Cement, lime, plaster and articles of concrete, cement and plaster",0.0,0.0
3460,Sports services and amusement and recreation services,"Cement, lime, plaster and articles of concrete, cement and plaster",0.009571970381072782,2.688224296315096e-06
3461,Services furnished by membership organisations,"Cement, lime, plaster and articles of concrete, cement and plaster",0.01990559412491367,5.590353880010933e-06
3462,Repair services of computers and personal and household goods,"Cement, lime, plaster and articles of concrete, cement and plaster",0.0,0.0
3463,Other personal services,"Cement, lime, plaster and articles of concrete, cement and plaster",1.839707636576624,0.0005166696688218784
3464,Services of households as employers of domestic personnel,"Cement, lime, plaster and articles of concrete, cement and plaster",0.0,0.0
3465,"Products of agriculture, hunting and related services","Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.6155947494165714,0.00021070969645788255
3466,"Products of forestry, logging and related services","Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.08847686427583963,3.028442531840345e-05
3467,Fish and other fishing products; aquaculture products; support services to fishing,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.0,0.0
3468,Coal and lignite,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",3.184613220772042,0.0010900497213801822
3469,Extraction Of Crude Petroleum And Natural Gas  & Mining Of Metal Ores,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.6704534968917919,0.00022948709837613903
3470,Other mining and quarrying products,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",112.7883901886341,0.03860592944164016
3471,Mining support services,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",22.51514480763923,0.0077066273431006345
3472,Preserved meat and meat products,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",2.50248234542668,0.0008565656154406946
3473,"Processed and preserved fish, crustaceans, molluscs, fruit and vegetables","Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.5635284921526585,0.00019288812589677117
3474,Vegetable and animal oils and fats,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.0324722299629468,1.1114801946065609e-05
3475,Dairy products,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.2939455533778165,0.0001006135584913368
3476,"Grain mill products, starches and starch products","Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.1878781949135031,6.430814664809656e-05
3477,Bakery and farinaceous products,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.6871600856480674,0.00023520553611300696
3478,Other food products,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.3190305666429906,0.00010919981679804956
3479,Prepared animal feeds,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.3347856296720259,0.00011459256024114928
3480,Alcoholic beverages  & Tobacco products,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.001985910348688819,6.797500582345356e-07
3481,Soft drinks,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.001985910348688819,6.797500582345356e-07
3482,Textiles,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",1.273321119123659,0.0004358404725807673
3483,Wearing apparel,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.0,0.0
3484,Leather and related products,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.008074383283391197,2.763751400317192e-06
3485,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials","Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.7819462328408453,0.0002676495430223108
3486,Paper and paper products,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",13.97969104445387,0.00478505779872813
3487,Printing and recording services,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.01584682526208302,5.42415240539206e-06
3488,Coke and refined petroleum products,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",119.6841731395579,0.04096626200426465
3489,"Paints, varnishes and similar coatings, printing ink and mastics","Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",1.05649177190258,0.00036162274090028245
3490,"Soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations","Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.314200024654701,0.00010754638808208955
3491,Other chemical products,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",1.500221390200877,0.0005135053443006833
3492,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15","Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",46.56396108954661,0.01593820953858659
3493,Petrochemicals - 20.14/16/17/60,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",54.51614089037115,0.018660132351603256
3494,"Dyestuffs, agro-chemicals - 20.12/20","Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.9598026407817237,0.00032852736851680974
3495,Basic pharmaceutical products and pharmaceutical preparations,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.07574405168581125,2.5926157028359186e-05
3496,Rubber and plastic products,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",8.282043192613306,0.0028348305582861833
3497,"Cement, lime, plaster and articles of concrete, cement and plaster","Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",189.4246877771916,0.06483749008741427
3498,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9","Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",13.11035395460811,0.004487495555881541
3499,Basic iron and steel,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",7.511630447136247,0.002571128770867421
3500,Other basic metals and casting,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",2.115963333924079,0.0007242654233644926
3501,Weapons and ammunition,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.0,0.0
3502,"Fabricated metal products, excl. machinery and equipment and weapons & ammunition - 25.1-3/25.5-9","Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",40.96807458697558,0.014022813821701416
3503,"Computer, electronic and optical products","Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",12.44630774167901,0.004260201583519192
3504,Electrical equipment,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.9619946351706833,0.0003292776583345393
3505,Machinery and equipment n.e.c.,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",54.92079818632212,0.018798641031347693
3506,"Motor vehicles, trailers and semi-trailers","Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",1.738004478721491,0.0005948952561744957
3507,Ships and boats,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.005121757743369951,1.7531079016822433e-06
3508,Air and spacecraft and related machinery,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",1.405065257996006,0.0004809346965620579
3509,Other transport equipment - 30.2/4/9,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.1705124106077065,5.836407525487009e-05
3510,Furniture,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.01458998508460048,4.9939531346146406e-06
3511,Other manufactured goods,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",15.36252110312847,0.005258381689473318
3512,Repair and maintenance of ships and boats,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.00160054281226258,5.478440003903896e-07
3513,Repair and maintenance of aircraft and spacecraft,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.2296482447994548,7.860546568930177e-05
3514,Rest of repair; Installation - 33.11-14/17/19/20,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",163.9749188776907,0.05612638089614939
3515,"Electricity, transmission and distribution","Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",157.3569814045426,0.05386115105546949
3516,Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",72.99521297970813,0.024985266986779706
3517,Natural water; water treatment and supply services,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",14.97730161949377,0.005126526308082789
3518,Sewerage services; sewage sludge,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",5.733461727350786,0.001962485842135498
3519,"Waste collection, treatment and disposal services; materials recovery services","Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",8.34289032158681,0.002855657701611385
3520,Remediation services and other waste management services,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.0,0.0
3521,Construction,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",7.440499955736526,0.002546781772674308
3522,Wholesale and retail trade and repair services of motor vehicles and motorcycles,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",33.73479019313398,0.011546959112959363
3523,"Wholesale trade services, except of motor vehicles and motorcycles","Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",509.789784646488,0.17449409840157937
3524,"Retail trade services, except of motor vehicles and motorcycles","Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",117.3129266820382,0.04015461664542371
3525,Rail transport services,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",6.500259221216591,0.002224950178178419
3526,"Land transport services and transport services via pipelines, excluding rail transport","Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",222.6196980033679,0.07619968987112416
3527,Water transport services,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.922029053916183,0.0003155979843235447
3528,Air transport services,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.01364757179766168,4.671377905022527e-06
3529,Warehousing and support services for transportation,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",16.07643125952608,0.0055027434103868044
3530,Postal and courier services,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",84.54945267081766,0.028940125829261202
3531,Accommodation services,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.0,0.0
3532,Food and beverage serving services,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",7.748651888098595,0.0026522579811579885
3533,Publishing services,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.2512589496063041,8.600251554134774e-05
3534,"Motion Picture, Video & TV Programme Production, Sound Recording & Music Publishing Activities & Programming And Broadcasting Activities","Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.0,0.0
3535,Telecommunications services,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",14.40526343636417,0.004930725430892408
3536,"Computer programming, consultancy and related services","Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",36.63285397031237,0.01253892686346988
3537,Information services,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.05184546628404012,1.7745996816543673e-05
3538,"Financial services, except insurance and pension funding","Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",330.1471913113967,0.11300488597990342
3539,"Insurance, reinsurance and pension funding services, except compulsory social security","Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",32.86246392961654,0.011248373716686567
3540,Services auxiliary to financial services and insurance services,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",25.98760476765975,0.008895203081980024
3541,Real estate services on a fee or contract basis,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.001985910348688819,6.797500582345356e-07
3542,Owner-Occupiers' Housing Services,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.0,0.0
3543,"Real estate services, excluding on a fee or contract basis and imputed rent","Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",1.932107430592249,0.000661334052328993
3544,Legal services,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",36.78211406601645,0.01259001656085422
3545,"Accounting, bookkeeping and auditing services; tax consulting services","Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",27.75684591878879,0.009500790225581415
3546,Services of head offices; management consulting services,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",1.867428435783602,0.0006391953135300553
3547,Architectural and engineering services; technical testing and analysis services,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",69.82319560622912,0.02389952865233429
3548,Scientific research and development services,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.0,0.0
3549,Advertising and market research services,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",29.51452039950276,0.010102418255472855
3550,"Other professional, scientific and technical services","Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",22.86762389653902,0.007827276133396873
3551,Veterinary services,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.0,0.0
3552,Rental and leasing services,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",59.21597937684598,0.020268823039470137
3553,Employment services,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",28.98860799496763,0.009922405603922373
3554,"Travel agency, tour operator and other reservation services and related services","Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.008020050125313281,2.7451539004895114e-06
3555,Security and investigation services,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.0,0.0
